OrderID,OrderDate,ProductID,CustomerName,QuantityOrdered,PriceEach,Sales
10107,2003-02-24,S10_4698,Land of Toys Inc.,27,100,6065.55
10120,2003-04-29,S10_4698,"Australian Collectors, Co.",46,100,9264.86
10134,2003-07-01,S10_4698,Lyon Souveniers,31,100,7023.98
10145,2003-08-25,S10_4698,Toys4GrownUps.com,33,100,5176.38
10159,2003-10-10,S10_4698,Corporate Gift Ideas Co.,22,100,4132.7
10168,2003-10-28,S10_4698,Technics Stores Inc.,20,100,4183
10180,2003-11-11,S10_4698,Daedalus Designs Imports,41,100,8892.9
10188,2003-11-18,S10_4698,Herkku Gifts,45,100,8714.7
10201,2003-12-01,S10_4698,Mini Wheels Co.,49,100,8065.89
10210,2004-01-12,S10_4698,Osaka Souveniers Co.,34,100,6123.4
10223,2004-02-20,S10_4698,"Australian Collectors, Co.",49,100,9774.03
10237,2004-04-05,S10_4698,Vitachrome Inc.,39,100,7023.9
10251,2004-05-18,S10_4698,Tekni Collectables Inc.,43,100,7078.23
10263,2004-06-28,S10_4698,Gift Depot Inc.,41,100,8336.94
10275,2004-07-23,S10_4698,La Rochelle Gifts,36,100,6901.92
10285,2004-08-27,S10_4698,Marta's Replicas Co.,27,100,5438.07
10299,2004-09-30,S10_4698,"Toys of Finland, Co.",29,100,6683.34
10308,2004-10-15,S10_4698,Mini Classics,20,100,4570.4
10318,2004-11-02,S10_4698,Diecast Classics Inc.,37,100,7667.14
10329,2004-11-15,S10_4698,Land of Toys Inc.,26,100,5868.2
10339,2004-11-23,S10_4698,"Tokyo Collectables, Ltd",39,76.67,2990.13
10362,2005-01-05,S10_4698,Technics Stores Inc.,22,100,3664.1
10374,2005-02-02,S10_4698,"Australian Gift Network, Co",22,100,3834.38
10388,2005-03-03,S10_4698,FunGiftIdeas.com,21,86.77,1822.17
10403,2005-04-08,S10_4698,"UK Collectables, Ltd.",66,100,11886.6
10417,2005-05-13,S10_4698,Euro Shopping Channel,56,100,9218.16
10105,2003-02-11,S10_4757,Danish Wholesale Imports,50,100,7208
10119,2003-04-28,S10_4757,Salzburg Collectables,46,100,5004.8
10129,2003-06-12,S10_4757,"Stylish Desk Decors, Co.",33,100,4398.24
10143,2003-08-10,S10_4757,Mini Creations Ltd.,49,100,5597.76
10155,2003-10-06,S10_4757,"Toys of Finland, Co.",32,100,4526.08
10167,2003-10-23,S10_4757,Scandinavian Gift Ideas,44,100,5924.16
10178,2003-11-08,S10_4757,Alpha Cognac,24,100,3492.48
10186,2003-11-14,S10_4757,"Double Decker Gift Stores, Ltd",26,100,3854.24
10197,2003-11-26,S10_4757,Enaco Distributors,45,100,5324.4
10209,2004-01-09,S10_4757,"Men 'R' US Retailers, Ltd.",39,100,5197.92
10222,2004-02-19,S10_4757,Collectable Mini Designs Co.,49,100,5997.6
10248,2004-05-07,S10_4757,Land of Toys Inc.,20,100,2910.4
10261,2004-06-17,S10_4757,Quebec Home Shopping Network,27,100,3378.24
10273,2004-07-21,S10_4757,Petit Auto,30,100,3508.8
10283,2004-08-20,S10_4757,"Royal Canadian Collectables, Ltd.",25,100,2992
10295,2004-09-10,S10_4757,Gifts4AllAges.com,24,100,3427.2
10307,2004-10-14,S10_4757,"Classic Gift Ideas, Inc",22,100,2692.8
10316,2004-11-01,S10_4757,giftsbymail.co.uk,33,100,4128.96
10325,2004-11-05,S10_4757,Baane Mini Imports,47,64.93,3051.71
10337,2004-11-21,S10_4757,Classic Legends Inc.,25,48.05,1201.25
10350,2004-12-02,S10_4757,Euro Shopping Channel,26,75.47,1962.22
10359,2004-12-15,S10_4757,Reims Collectables,48,54.68,2624.64
10373,2005-01-31,S10_4757,"Oulu Toy Supplies, Inc.",39,100,4046.25
10384,2005-02-23,S10_4757,Corporate Gift Ideas Co.,34,100,4846.7
10395,2005-03-17,S10_4757,Lyon Souveniers,32,100,3370.56
10400,2005-04-01,S10_4757,The Sharp Gifts Warehouse,64,100,9661.44
10414,2005-05-06,S10_4757,Gifts4AllAges.com,19,100,2764.88
10103,2003-01-29,S10_4962,Baane Mini Imports,42,100,5398.26
10114,2003-04-01,S10_4962,"La Corne D'abondance, Co.",31,100,4305.28
10126,2003-05-28,S10_4962,"Corrida Auto Replicas, Ltd",22,100,3347.74
10140,2003-07-24,S10_4962,Technics Stores Inc.,26,100,3188.12
10150,2003-09-19,S10_4962,"Dragon Souveniers, Ltd.",20,100,3191.2
10164,2003-10-21,S10_4962,Mini Auto Werke,21,100,3536.82
10175,2003-11-06,S10_4962,"Stylish Desk Decors, Co.",33,100,5362.83
10183,2003-11-13,S10_4962,"Classic Gift Ideas, Inc",28,100,3433.36
10194,2003-11-25,S10_4962,"Saveley & Henriot, Co.",26,100,4263.74
10207,2003-12-09,S10_4962,Diecast Collectables,31,100,4076.19
10217,2004-02-04,S10_4962,Handji Gifts& Co,48,100,7020.48
10229,2004-03-11,S10_4962,Mini Gifts Distributors Ltd.,50,100,6426.5
10245,2004-05-04,S10_4962,Super Scale Inc.,28,100,4591.72
10259,2004-06-15,S10_4962,Handji Gifts& Co,26,100,4033.38
10270,2004-07-19,S10_4962,Souveniers And Things Co.,32,100,4302.08
10281,2004-08-19,S10_4962,Diecast Classics Inc.,44,100,7020.64
10291,2004-09-08,S10_4962,Scandinavian Gift Ideas,30,100,3855.9
10305,2004-10-13,S10_4962,Marta's Replicas Co.,38,100,6680.78
10313,2004-10-22,S10_4962,Canadian Gift Exchange Network,40,100,6678
10322,2004-11-04,S10_4962,Online Diecast Creations Co.,46,61.99,2851.54
10334,2004-11-19,S10_4962,"Volvo Model Replicas, Co",26,100,3188.12
10347,2004-11-29,S10_4962,"Australian Collectors, Co.",27,100,4428
10357,2004-12-10,S10_4962,Mini Gifts Distributors Ltd.,43,100,5780.92
10370,2005-01-20,S10_4962,"Anna's Decorations, Ltd",35,65.63,2297.05
10381,2005-02-17,S10_4962,Corporate Gift Ideas Co.,37,100,6231.54
10391,2005-03-09,S10_4962,"Anna's Decorations, Ltd",37,46.9,1735.3
10411,2005-05-01,S10_4962,Quebec Home Shopping Network,27,100,4427.73
10425,2005-05-31,S10_4962,La Rochelle Gifts,38,100,5894.94
10108,2003-03-03,S12_1099,Cruz & Sons Co.,33,100,5265.15
10122,2003-05-08,S12_1099,Marseille Mini Autos,42,100,7599.9
10135,2003-07-02,S12_1099,Mini Gifts Distributors Ltd.,42,100,8008.56
10147,2003-09-05,S12_1099,Collectables For Less Inc.,48,100,9245.76
10159,2003-10-10,S12_1099,Corporate Gift Ideas Co.,41,100,8296.35
10169,2003-11-04,S12_1099,"Anna's Decorations, Ltd",30,100,5019.9
10181,2003-11-12,S12_1099,Herkku Gifts,27,100,5411.07
10191,2003-11-20,S12_1099,"Toms Spezialitten, Ltd",21,100,3840.9
10203,2003-12-02,S12_1099,Euro Shopping Channel,20,100,3930.4
10211,2004-01-15,S12_1099,Auto Canal Petit,41,100,7498.9
10225,2004-02-22,S12_1099,"Vida Sport, Ltd",27,100,4517.91
10238,2004-04-09,S12_1099,Danish Wholesale Imports,28,100,5774.72
10253,2004-06-01,S12_1099,"UK Collectables, Ltd.",24,100,3922.56
10266,2004-07-06,S12_1099,L'ordine Souveniers,44,100,9160.36
10276,2004-08-02,S12_1099,Online Mini Collectables,50,100,9631
10287,2004-08-30,S12_1099,"Vida Sport, Ltd",21,100,3432.24
10300,2003-10-04,S12_1099,"Blauer See Auto, Co.",33,100,5521.89
10310,2004-10-16,S12_1099,"Toms Spezialitten, Ltd",33,100,6934.62
10320,2004-11-03,S12_1099,"Volvo Model Replicas, Co",31,100,6876.11
10329,2004-11-15,S12_1099,Land of Toys Inc.,41,71.47,2930.27
10341,2004-11-24,S12_1099,Salzburg Collectables,45,79.65,3584.25
10363,2005-01-06,S12_1099,Suominen Souveniers,33,85.39,2817.87
10375,2005-02-03,S12_1099,La Rochelle Gifts,45,76,3420
10389,2005-03-03,S12_1099,Scandinavian Gift Ideas,26,99.04,2575.04
10419,2005-05-17,S12_1099,Salzburg Collectables,12,100,1961.28
10105,2003-02-11,S12_1108,Danish Wholesale Imports,41,100,8690.36
10117,2003-04-16,S12_1108,"Dragon Souveniers, Ltd.",33,100,6034.38
10127,2003-06-03,S12_1108,Muscle Machine Inc,46,100,11279.2
10142,2003-08-08,S12_1108,Mini Gifts Distributors Ltd.,33,100,8023.29
10153,2003-09-28,S12_1108,Euro Shopping Channel,20,100,4904
10165,2003-10-22,S12_1108,"Dragon Souveniers, Ltd.",44,100,8594.52
10176,2003-11-06,S12_1108,L'ordine Souveniers,33,100,7474.5
10185,2003-11-14,S12_1108,Mini Creations Ltd.,21,100,3883.74
10196,2003-11-26,S12_1108,Super Scale Inc.,47,100,8887.7
10208,2004-01-02,S12_1108,"Saveley & Henriot, Co.",46,100,8602.92
10220,2004-02-12,S12_1108,"Clover Collections, Co.",32,100,7181.44
10231,2004-03-19,S12_1108,CAF Imports,42,100,8378.58
10247,2004-05-05,S12_1108,Suominen Souveniers,44,100,10606.2
10272,2004-07-20,S12_1108,Diecast Classics Inc.,35,100,5818.4
10282,2004-08-20,S12_1108,Mini Gifts Distributors Ltd.,41,100,7071.27
10293,2004-09-09,S12_1108,Amica Models & Co.,46,100,8411.56
10306,2004-10-14,S12_1108,"AV Stores, Co.",31,100,6570.76
10314,2004-10-22,S12_1108,Heintze Collectables,38,100,7975.44
10325,2004-11-05,S12_1108,Baane Mini Imports,42,64,2688
10336,2004-11-20,S12_1108,"La Corne D'abondance, Co.",33,57.22,1888.26
10348,2004-11-01,S12_1108,"Corrida Auto Replicas, Ltd",48,52.36,2513.28
10359,2004-12-15,S12_1108,Reims Collectables,42,100,4764.48
10371,2005-01-23,S12_1108,Mini Gifts Distributors Ltd.,32,100,3560.64
10382,2005-02-17,S12_1108,Mini Gifts Distributors Ltd.,34,100,3823.64
10395,2005-03-17,S12_1108,Lyon Souveniers,33,69.12,2280.96
10413,2005-05-05,S12_1108,Gift Depot Inc.,36,100,8677.8
10103,2003-01-29,S12_1666,Baane Mini Imports,27,100,3394.98
10113,2003-03-26,S12_1666,Mini Gifts Distributors Ltd.,21,100,3415.44
10126,2003-05-28,S12_1666,"Corrida Auto Replicas, Ltd",21,100,2439.57
10140,2003-07-24,S12_1666,Technics Stores Inc.,38,100,4829.8
10150,2003-09-19,S12_1666,"Dragon Souveniers, Ltd.",30,100,4100.1
10164,2003-10-21,S12_1666,Mini Auto Werke,49,100,6563.06
10174,2003-11-06,S12_1666,"Australian Gift Network, Co",43,100,6817.22
10183,2003-11-13,S12_1666,"Classic Gift Ideas, Inc",41,100,6163.94
10194,2003-11-25,S12_1666,"Saveley & Henriot, Co.",38,100,4933.92
10206,2003-12-05,S12_1666,Canadian Gift Exchange Network,28,100,4056.36
10216,2004-02-02,S12_1666,Auto Assoc. & Cie.,43,100,5759.42
10229,2004-03-11,S12_1666,Mini Gifts Distributors Ltd.,25,100,3451
10245,2004-05-04,S12_1666,Super Scale Inc.,38,100,5920.4
10258,2004-06-15,S12_1666,"Tokyo Collectables, Ltd",41,100,6668.24
10270,2004-07-19,S12_1666,Souveniers And Things Co.,28,100,4094.72
10281,2004-08-19,S12_1666,Diecast Classics Inc.,25,100,2938.5
10291,2004-09-08,S12_1666,Scandinavian Gift Ideas,41,100,6387.8
10304,2004-10-11,S12_1666,Auto Assoc. & Cie.,39,100,6396
10313,2004-10-22,S12_1666,Canadian Gift Exchange Network,21,100,2669.1
10322,2004-11-04,S12_1666,Online Diecast Creations Co.,27,100,4784.13
10333,2004-11-18,S12_1666,Mini Wheels Co.,33,99.21,3273.93
10347,2004-11-29,S12_1666,"Australian Collectors, Co.",29,100,3586.43
10357,2004-12-10,S12_1666,Mini Gifts Distributors Ltd.,49,100,5960.36
10370,2005-01-20,S12_1666,"Anna's Decorations, Ltd",49,100,8470.14
10381,2005-02-17,S12_1666,Corporate Gift Ideas Co.,20,100,2952
10391,2005-03-09,S12_1666,"Anna's Decorations, Ltd",39,63.2,2464.8
10411,2005-05-01,S12_1666,Quebec Home Shopping Network,40,100,6232
10424,2005-05-31,S12_1666,Euro Shopping Channel,49,100,7969.36
10107,2003-02-24,S12_2823,Land of Toys Inc.,21,100,3036.6
10121,2003-05-07,S12_2823,Reims Collectables,50,100,8284
10134,2003-07-01,S12_2823,Lyon Souveniers,20,100,2711.2
10145,2003-08-25,S12_2823,Toys4GrownUps.com,49,100,8339.8
10159,2003-10-10,S12_2823,Corporate Gift Ideas Co.,38,100,6238.84
10169,2003-11-04,S12_2823,"Anna's Decorations, Ltd",35,100,4639.25
10180,2003-11-11,S12_2823,Daedalus Designs Imports,40,100,6747.6
10189,2003-11-18,S12_2823,Toys4GrownUps.com,28,100,4512.48
10201,2003-12-01,S12_2823,Mini Wheels Co.,25,100,4029
10211,2004-01-15,S12_2823,Auto Canal Petit,36,100,4771.8
10224,2004-02-21,S12_2823,Daedalus Designs Imports,43,100,6087.94
10237,2004-04-05,S12_2823,Vitachrome Inc.,32,100,4193.28
10251,2004-05-18,S12_2823,Tekni Collectables Inc.,46,100,7552.28
10263,2004-06-28,S12_2823,Gift Depot Inc.,48,100,6434.4
10276,2004-08-02,S12_2823,Online Mini Collectables,43,100,5181.5
10285,2004-08-27,S12_2823,Marta's Replicas Co.,49,100,6863.92
10299,2004-09-30,S12_2823,"Toys of Finland, Co.",24,100,4157.04
10309,2004-10-15,S12_2823,Baane Mini Imports,26,100,4660.24
10319,2004-11-03,S12_2823,Microscale Inc.,30,100,4111.8
10329,2004-11-15,S12_2823,Land of Toys Inc.,24,100,3542.64
10341,2004-11-24,S12_2823,Salzburg Collectables,55,100,8118.55
10362,2005-01-05,S12_2823,Technics Stores Inc.,22,100,3877.06
10375,2005-02-03,S12_2823,La Rochelle Gifts,49,78.92,3867.08
10388,2005-03-03,S12_2823,FunGiftIdeas.com,44,100,5951.44
10403,2005-04-08,S12_2823,"UK Collectables, Ltd.",66,100,8648.64
10417,2005-05-13,S12_2823,Euro Shopping Channel,21,100,3447.78
10104,2003-01-31,S12_3148,Euro Shopping Channel,34,100,5958.5
10117,2003-04-16,S12_3148,"Dragon Souveniers, Ltd.",43,100,5911.64
10127,2003-06-03,S12_3148,Muscle Machine Inc,46,100,7366.44
10142,2003-08-08,S12_3148,Mini Gifts Distributors Ltd.,33,100,4985.64
10153,2003-09-28,S12_3148,Euro Shopping Channel,42,100,5393.64
10165,2003-10-22,S12_3148,"Dragon Souveniers, Ltd.",34,100,4880.02
10176,2003-11-06,S12_3148,L'ordine Souveniers,47,100,8378.69
10185,2003-11-14,S12_3148,Mini Creations Ltd.,33,100,4038.21
10196,2003-11-26,S12_3148,Super Scale Inc.,24,100,3807.12
10208,2004-01-02,S12_3148,"Saveley & Henriot, Co.",26,100,3142.36
10220,2004-02-12,S12_3148,"Clover Collections, Co.",30,100,4713.6
10230,2004-03-15,S12_3148,"Blauer See Auto, Co.",43,100,7016.31
10247,2004-05-05,S12_3148,Suominen Souveniers,25,100,4381.25
10272,2004-07-20,S12_3148,Diecast Classics Inc.,27,100,4283.01
10282,2004-08-20,S12_3148,Mini Gifts Distributors Ltd.,27,100,4364.82
10293,2004-09-09,S12_3148,Amica Models & Co.,24,100,4242.24
10306,2004-10-14,S12_3148,"AV Stores, Co.",34,100,4982.7
10314,2004-10-22,S12_3148,Heintze Collectables,46,100,6393.54
10324,2004-11-05,S12_3148,Vitachrome Inc.,27,54.33,1466.91
10336,2004-11-20,S12_3148,"La Corne D'abondance, Co.",33,100,4059.33
10348,2004-11-01,S12_3148,"Corrida Auto Replicas, Ltd",47,100,4801.52
10358,2004-12-10,S12_3148,Euro Shopping Channel,49,55.34,2711.66
10372,2005-01-26,S12_3148,"Tokyo Collectables, Ltd",40,100,5862
10382,2005-02-17,S12_3148,Mini Gifts Distributors Ltd.,37,100,4071.85
10413,2005-05-05,S12_3148,Gift Depot Inc.,47,100,8236.75
10108,2003-03-03,S12_3380,Cruz & Sons Co.,45,100,6130.35
10122,2003-05-08,S12_3380,Marseille Mini Autos,37,99.82,3693.34
10135,2003-07-02,S12_3380,Mini Gifts Distributors Ltd.,48,100,6031.68
10147,2003-09-05,S12_3380,Collectables For Less Inc.,31,100,3494.94
10160,2003-10-11,S12_3380,"Men 'R' US Retailers, Ltd.",46,100,5294.14
10170,2003-11-04,S12_3380,Mini Auto Werke,47,100,5464.69
10181,2003-11-12,S12_3380,Herkku Gifts,28,100,2860.76
10191,2003-11-20,S12_3380,"Toms Spezialitten, Ltd",40,100,5590
10203,2003-12-02,S12_3380,Euro Shopping Channel,20,100,2254.8
10212,2004-01-16,S12_3380,Euro Shopping Channel,39,100,4946.76
10225,2004-02-22,S12_3380,"Vida Sport, Ltd",25,99.82,2495.5
10238,2004-04-09,S12_3380,Danish Wholesale Imports,29,100,3167.38
10253,2004-06-01,S12_3380,"UK Collectables, Ltd.",22,100,2402.84
10266,2004-07-06,S12_3380,L'ordine Souveniers,22,100,2454.54
10276,2004-08-02,S12_3380,Online Mini Collectables,47,100,5464.69
10287,2004-08-30,S12_3380,"Vida Sport, Ltd",45,100,4756.5
10300,2003-10-04,S12_3380,"Blauer See Auto, Co.",29,100,3984.6
10310,2004-10-16,S12_3380,"Toms Spezialitten, Ltd",24,100,3100.32
10320,2004-11-03,S12_3380,"Volvo Model Replicas, Co",35,100,4850.3
10329,2004-11-15,S12_3380,Land of Toys Inc.,46,83.63,3846.98
10341,2004-11-24,S12_3380,Salzburg Collectables,44,95.93,4220.92
10363,2005-01-06,S12_3380,Suominen Souveniers,34,96.73,3288.82
10376,2005-02-08,S12_3380,Boards & Toys Co.,35,100,3987.2
10389,2005-03-03,S12_3380,Scandinavian Gift Ideas,25,72.38,1809.5
10419,2005-05-17,S12_3380,Salzburg Collectables,10,100,1092.2
10105,2003-02-11,S12_3891,Danish Wholesale Imports,29,100,4566.05
10117,2003-04-16,S12_3891,"Dragon Souveniers, Ltd.",39,100,5938.14
10127,2003-06-03,S12_3891,Muscle Machine Inc,42,100,8138.76
10142,2003-08-08,S12_3891,Mini Gifts Distributors Ltd.,46,100,9470.94
10153,2003-09-28,S12_3891,Euro Shopping Channel,49,100,7036.89
10165,2003-10-22,S12_3891,"Dragon Souveniers, Ltd.",27,100,5559.03
10176,2003-11-06,S12_3891,L'ordine Souveniers,50,100,7872.5
10185,2003-11-14,S12_3891,Mini Creations Ltd.,43,100,7886.2
10196,2003-11-26,S12_3891,Super Scale Inc.,38,100,7232.16
10208,2004-01-02,S12_3891,"Saveley & Henriot, Co.",20,100,3114.4
10220,2004-02-12,S12_3891,"Clover Collections, Co.",27,100,5045.22
10231,2004-03-19,S12_3891,CAF Imports,49,100,6952.12
10247,2004-05-05,S12_3891,Suominen Souveniers,27,100,4157.73
10272,2004-07-20,S12_3891,Diecast Classics Inc.,39,100,7962.24
10282,2004-08-20,S12_3891,Mini Gifts Distributors Ltd.,24,100,3778.8
10293,2004-09-09,S12_3891,Amica Models & Co.,45,100,8253
10306,2004-10-14,S12_3891,"AV Stores, Co.",20,100,3633.4
10314,2004-10-22,S12_3891,Heintze Collectables,36,100,6913.8
10325,2004-11-05,S12_3891,Baane Mini Imports,24,100,2583.6
10336,2004-11-20,S12_3891,"La Corne D'abondance, Co.",49,63.38,3105.62
10349,2004-12-01,S12_3891,Muscle Machine Inc,26,100,4408.56
10359,2004-12-15,S12_3891,Reims Collectables,49,62.09,3042.41
10372,2005-01-26,S12_3891,"Tokyo Collectables, Ltd",34,100,5941.5
10382,2005-02-17,S12_3891,Mini Gifts Distributors Ltd.,34,95.35,3241.9
10396,2005-03-23,S12_3891,Mini Gifts Distributors Ltd.,33,100,6109.29
10413,2005-05-05,S12_3891,Gift Depot Inc.,22,100,3387.78
10108,2003-03-03,S12_3990,Cruz & Sons Co.,39,89.38,3485.82
10122,2003-05-08,S12_3990,Marseille Mini Autos,32,63.84,2042.88
10135,2003-07-02,S12_3990,Mini Gifts Distributors Ltd.,24,75.01,1800.24
10147,2003-09-05,S12_3990,Collectables For Less Inc.,21,63.84,1340.64
10159,2003-10-10,S12_3990,Corporate Gift Ideas Co.,24,73.42,1762.08
10169,2003-11-04,S12_3990,"Anna's Decorations, Ltd",36,63.84,2298.24
10181,2003-11-12,S12_3990,Herkku Gifts,20,81.4,1628
10191,2003-11-20,S12_3990,"Toms Spezialitten, Ltd",30,64.64,1939.2
10203,2003-12-02,S12_3990,Euro Shopping Channel,44,82.99,3651.56
10211,2004-01-15,S12_3990,Auto Canal Petit,28,92.57,2591.96
10225,2004-02-22,S12_3990,"Vida Sport, Ltd",37,77.41,2864.17
10238,2004-04-09,S12_3990,Danish Wholesale Imports,20,74.21,1484.2
10253,2004-06-01,S12_3990,"UK Collectables, Ltd.",25,90.17,2254.25
10266,2004-07-06,S12_3990,L'ordine Souveniers,35,76.61,2681.35
10276,2004-08-02,S12_3990,Online Mini Collectables,38,83.79,3184.02
10287,2004-08-30,S12_3990,"Vida Sport, Ltd",41,69.43,2846.63
10300,2003-10-04,S12_3990,"Blauer See Auto, Co.",22,76.61,1685.42
10310,2004-10-16,S12_3990,"Toms Spezialitten, Ltd",49,81.4,3988.6
10320,2004-11-03,S12_3990,"Volvo Model Replicas, Co",38,73.42,2789.96
10329,2004-11-15,S12_3990,Land of Toys Inc.,33,100,3607.56
10341,2004-11-24,S12_3990,Salzburg Collectables,36,93.56,3368.16
10363,2005-01-06,S12_3990,Suominen Souveniers,34,81.62,2775.08
10377,2005-02-09,S12_3990,"Toys of Finland, Co.",24,67.83,1627.92
10389,2005-03-03,S12_3990,Scandinavian Gift Ideas,36,70.26,2529.36
10419,2005-05-17,S12_3990,Salzburg Collectables,34,90.17,3065.78
10104,2003-01-31,S12_4473,Euro Shopping Channel,41,100,4615.78
